0.000003,0,11.1
0.000003,0,11.1
0.000003,0,11.1
0.000003,0,11.1
0.000003,0,11.1
0.000003,0,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.000003,-26,11.1
0.807864,-26,11.1
3.204935,-26,11.1
7.19067,-26,11.1
12.764072,-26,11.1
19.92375,-26,11.1
28.667916,-26,11.1
38.994387,-26,11.1
50.900585,-26,11.1
64.383537,-26,11.1
79.439876,-26,11.1
96.065844,-26,11.1
114.257289,-26,11.1
134.009669,-26,11.1
155.318053,-26,11.1
178.177121,-26,11.1
202.581164,-26,11.1
228.524092,-26,11.1
255.999425,-26,11.1
285.000304,-26,11.1
315.519489,-26,11.1
347.54936,-26,11.1
381.08192,-26,11.1
416.108797,-26,11.1
452.621246,-26,11.1
490.61015,-26,11.1
530.066026,-26,11.1
570.979022,-26,11.1
613.338923,-26,11.1
657.135154,-26,11.1
702.35678,-26,11.1
748.992512,-26,11.1
797.030704,-26,11.1
846.459364,-26,11.1
897.266152,-26,11.1
949.438382,-26,11.1
1002.963028,-26,11.1
1057.826728,-26,11.1
1114.015784,-26,11.1
1171.516168,-26,11.1
1230.313523,-26,11.1
1290.39317,-26,11.1
1351.740109,-26,11.1
1414.339025,-26,11.1
1478.174287,-26,11.1
1543.22996,-26,11.1
1609.489801,-26,11.1
1676.937267,-26,11.1
1745.555519,-26,11.1
1815.327426,-26,11.1
1886.235568,-26,11.1
1958.262242,-26,11.1
2031.389466,-26,11.1
2105.598983,-26,11.1
2180.872266,-26,11.1
2257.190521,-26,11.1
2334.534695,-26,11.1
2412.885479,-26,11.1
2492.22331,-26,11.1
2572.528382,-26,11.1
2653.780646,-26,11.1
2735.959816,-26,11.1
2819.045376,-26,11.1
2903.016581,-26,11.1
2987.85247,-26,11.1
3073.53186,-26,11.1
3160.033362,-26,11.1
3247.33538,-26,11.1
3335.416119,-26,11.1
3424.253588,-26,11.1
3513.825608,-26,11.1
3604.109818,-26,11.1
3695.083677,-26,11.1
3786.724473,-26,11.1
3879.009327,-26,11.1
3971.915201,-26,11.1
4065.418899,-26,11.1
4159.497079,-26,11.1
4254.126252,-26,11.1
4349.282795,-26,11.1
4444.942951,-26,11.1
4541.082839,-26,11.1
4637.678457,-26,11.1
4734.70569,-26,11.1
4832.140314,-26,11.1
4929.958005,-26,11.1
5028.134343,-26,11.1
5126.644818,-26,11.1
5225.464836,-26,11.1
5324.569728,-26,11.1
5423.934751,-26,11.1
5523.5351,-26,11.1
5623.345909,-26,11.1
5723.34226,-26,11.1
5823.499191,-26,11.1
5923.791696,-26,11.1
6024.194739,-26,11.1
6124.683253,-26,11.1
6225.232152,-26,11.1
6325.816335,-26,11.1
6426.410692,-26,11.1
6526.990109,-26,11.1
6627.529477,-26,11.1
6728.003697,-26,11.1
6828.387687,-26,11.1
6928.656387,-26,11.1
7028.784764,-26,11.1
7128.747824,-26,11.1
7228.52061,-26,11.1
7328.078215,-26,11.1
7427.395787,-26,11.1
7526.448531,-26,11.1
7625.211719,-26,11.1
7723.660697,-26,11.1
7821.770888,-26,11.1
7919.5178,-26,11.1
8016.877032,-26,11.1
8113.824278,-26,11.1
8210.335338,-26,11.1
8306.38612,-26,11.1
8401.952644,-26,11.1
8497.011055,-26,11.1
8591.537623,-26,11.1
8685.508751,-26,11.1
8778.90098,-26,11.1
8871.690997,-26,11.1
8963.855638,-26,11.1
9055.371897,-26,11.1
9146.216927,-26,11.1
9236.368052,-26,11.1
9325.802767,-26,11.1
9414.498747,-26,11.1
9502.43385,-26,11.1
9589.586125,-26,11.1
9675.933818,-26,11.1
9761.455373,-26,11.1
9846.129443,-26,11.1
9929.93489,-26,11.1
10012.85079,-26,11.1
10094.85646,-26,11.1
10175.93141,-26,11.1
10256.05542,-26,11.1
10335.20847,-26,11.1
10413.37082,-26,11.1
10490.52295,-26,11.1
10566.64561,-26,11.1
10641.71978,-26,11.1
10715.72674,-26,11.1
10788.64801,-26,11.1
10860.46538,-26,11.1
10931.16093,-26,11.1
11000.71702,-26,11.1
11069.11628,-26,11.1
11136.34163,-26,11.1
11202.37631,-26,11.1
11267.20382,-26,11.1
11330.80798,-26,11.1
11393.17292,-26,11.1
11454.28307,0,11.1
11514.12319,0,11.1
11572.67832,0,11.1
11629.93386,0,11.1
11685.87551,0,11.1
11740.48932,0,11.1
11803.39876,0,11.1
11862.15734,0,11.1
11919.13555,0,11.1
11974.31493,0,11.1
12027.6776,0,11.1
12079.20626,0,11.1
12128.88424,0,11.1
12176.69543,0,11.1
12222.62433,0,11.1
12266.65607,0,11.1
12308.77639,0,11.1
12348.97163,0,11.1
12387.22877,0,11.1
12423.53542,0,11.1
12457.87981,0,11.1
12490.25081,0,11.1
12520.63794,0,11.1
12549.03135,0,11.1
12575.42185,0,11.1
12599.80087,0,11.1
12622.16052,0,11.1
12642.49356,0,11.1
12660.79339,0,11.1
12677.05409,0,11.1
12691.27039,0,11.1
